date,sex,industry_sic2007,decil_group,contents,year,value
2016-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2016,48140
2017-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2017,49100
2018-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2018,50240
2019-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2019,52340
2020-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2020,53290
2021-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2021,55000
2022-12-31,Males,Manufacturing,Decile 7,Boundaries monthly earnings (NOK),2022,58150
2016-12-31,Males,Manufacturing,Decile 7,Average age (years),2016,43.9
2017-12-31,Males,Manufacturing,Decile 7,Average age (years),2017,44
2018-12-31,Males,Manufacturing,Decile 7,Average age (years),2018,44.3
2019-12-31,Males,Manufacturing,Decile 7,Average age (years),2019,44.3
2020-12-31,Males,Manufacturing,Decile 7,Average age (years),2020,44.6
2021-12-31,Males,Manufacturing,Decile 7,Average age (years),2021,44.2
2022-12-31,Males,Manufacturing,Decile 7,Average age (years),2022,44.1
2016-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2016,35.9
2017-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2017,35.8
2018-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2018,35.8
2019-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2019,35.9
2020-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2020,35.8
2021-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2021,35.8
2022-12-31,Males,Manufacturing,Decile 7,Average contractual working hours per week (hours),2022,35.8
2016-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2016,51220
2017-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2017,52120
2018-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2018,53500
2019-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2019,55670
2020-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2020,56480
2021-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2021,58400
2022-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (NOK),2022,61710
2016-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2016,11.3
2017-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2017,11.2
2018-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2018,11.2
2019-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2019,11.3
2020-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2020,11.3
2021-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2021,11.3
2022-12-31,Males,Manufacturing,Decile 8,Average monthly earnings (per cent),2022,11.3
2016-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2016,54850
2017-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2017,55800
2018-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2018,57270
2019-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2019,59580
2020-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2020,60150
2021-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2021,62440
2022-12-31,Males,Manufacturing,Decile 8,Boundaries monthly earnings (NOK),2022,65980
2016-12-31,Males,Manufacturing,Decile 8,Average age (years),2016,45
2017-12-31,Males,Manufacturing,Decile 8,Average age (years),2017,45.3
2018-12-31,Males,Manufacturing,Decile 8,Average age (years),2018,45.4
2019-12-31,Males,Manufacturing,Decile 8,Average age (years),2019,45.4
2020-12-31,Males,Manufacturing,Decile 8,Average age (years),2020,45.5
2021-12-31,Males,Manufacturing,Decile 8,Average age (years),2021,45.8
2022-12-31,Males,Manufacturing,Decile 8,Average age (years),2022,45.7
2016-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2016,35.9
2017-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2017,36.1
2018-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2018,36
2019-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2019,36.1
2020-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2020,35.9
2021-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2021,36
2022-12-31,Males,Manufacturing,Decile 8,Average contractual working hours per week (hours),2022,36
2016-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2016,60270
2017-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2017,61190
2018-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2018,62890
2019-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2019,65210
2020-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2020,65790
2021-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2021,68370
2022-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (NOK),2022,72080
2016-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2016,13.3
2017-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2017,13.2
2018-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2018,13.2
2019-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2019,13.2
2020-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2020,13.2
2021-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2021,13.2
2022-12-31,Males,Manufacturing,Decile 9,Average monthly earnings (per cent),2022,13.2
2016-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2016,67440
2017-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2017,68310
2018-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2018,70230
2019-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2019,72600
2020-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2020,73100
2021-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2021,76020
2022-12-31,Males,Manufacturing,Decile 9,Boundaries monthly earnings (NOK),2022,80000
2016-12-31,Males,Manufacturing,Decile 9,Average age (years),2016,46.7
2017-12-31,Males,Manufacturing,Decile 9,Average age (years),2017,47
2018-12-31,Males,Manufacturing,Decile 9,Average age (years),2018,47.2
2019-12-31,Males,Manufacturing,Decile 9,Average age (years),2019,47.1
2020-12-31,Males,Manufacturing,Decile 9,Average age (years),2020,47.5
2021-12-31,Males,Manufacturing,Decile 9,Average age (years),2021,47.6
2022-12-31,Males,Manufacturing,Decile 9,Average age (years),2022,47.6
2016-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2016,36.2
2017-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2017,36.3
2018-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2018,36.4
2019-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2019,36.4
2020-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2020,36.1
2021-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2021,36.4
2022-12-31,Males,Manufacturing,Decile 9,Average contractual working hours per week (hours),2022,36.3
2016-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2016,91180
2017-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2017,92210
2018-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2018,95190
2019-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2019,97580
2020-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2020,98150
2021-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2021,102340
2022-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (NOK),2022,108950
2016-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2016,20.1
2017-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2017,19.9
2018-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2018,20
2019-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2019,19.8
2020-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2020,19.7
2021-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2021,19.8
2022-12-31,Males,Manufacturing,Decile 10,Average monthly earnings (per cent),2022,20
2016-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2016,NA
2017-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2017,NA
2018-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2018,NA
2019-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2019,NA
2020-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2020,NA
2021-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2021,NA
2022-12-31,Males,Manufacturing,Decile 10,Boundaries monthly earnings (NOK),2022,NA
2016-12-31,Males,Manufacturing,Decile 10,Average age (years),2016,49.6
2017-12-31,Males,Manufacturing,Decile 10,Average age (years),2017,50
2018-12-31,Males,Manufacturing,Decile 10,Average age (years),2018,50.3
2019-12-31,Males,Manufacturing,Decile 10,Average age (years),2019,50.5
2020-12-31,Males,Manufacturing,Decile 10,Average age (years),2020,50.9
2021-12-31,Males,Manufacturing,Decile 10,Average age (years),2021,51
2022-12-31,Males,Manufacturing,Decile 10,Average age (years),2022,51.1
2016-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2016,36.5
2017-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2017,36.5
2018-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2018,36.6
2019-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2019,36.5
2020-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2020,35.9
2021-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2021,36.5
2022-12-31,Males,Manufacturing,Decile 10,Average contractual working hours per week (hours),2022,36.5
2016-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2016,28810
2017-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2017,31380
2018-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2018,31770
2019-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2019,33140
2020-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2020,34160
2021-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2021,35300
2022-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (NOK),2022,36900
2016-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2016,5.1
2017-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2017,5.3
2018-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2018,5.2
2019-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2019,5.2
2020-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2020,5.3
2021-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2021,5.1
2022-12-31,Males,"Electricity, gas and steam",Decile 1,Average monthly earnings (per cent),2022,5.1
2016-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2016,37780
2017-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2017,40420
2018-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2018,41570
2019-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2019,42880
2020-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2020,43400
2021-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2021,45630
2022-12-31,Males,"Electricity, gas and steam",Decile 1,Boundaries monthly earnings (NOK),2022,46890
2016-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2016,31.6
2017-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2017,31.2
2018-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2018,30.6
2019-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2019,30.5
2020-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2020,30.6
2021-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2021,31
2022-12-31,Males,"Electricity, gas and steam",Decile 1,Average age (years),2022,30.1
2016-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2016,32.2
2017-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2017,32.6
2018-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2018,32.6
2019-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2019,32.6
2020-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2020,33.5
2021-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2021,33.3
2022-12-31,Males,"Electricity, gas and steam",Decile 1,Average contractual working hours per week (hours),2022,31.7
2016-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2016,40260
2017-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2017,42360
2018-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2018,43630
2019-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2019,45160
2020-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2020,45580
2021-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2021,47990
2022-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (NOK),2022,49510
2016-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2016,7.1
2017-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2017,7.2
2018-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2018,7.1
2019-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2019,7.1
2020-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2020,7
2021-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2021,7
2022-12-31,Males,"Electricity, gas and steam",Decile 2,Average monthly earnings (per cent),2022,6.9
2016-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2016,42030
2017-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2017,43900
2018-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2018,45330
2019-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2019,46970
2020-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2020,47320
2021-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2021,49920
2022-12-31,Males,"Electricity, gas and steam",Decile 2,Boundaries monthly earnings (NOK),2022,51640
2016-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2016,41.2
2017-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2017,41.8
2018-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2018,41
2019-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2019,42
2020-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2020,41.7
2021-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2021,41.3
2022-12-31,Males,"Electricity, gas and steam",Decile 2,Average age (years),2022,41.4
2016-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2016,35.1
2017-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2017,36.2
2018-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2018,35.9
2019-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2019,36.2
2020-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2020,36.2
2021-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2021,36.2
2022-12-31,Males,"Electricity, gas and steam",Decile 2,Average contractual working hours per week (hours),2022,35.8
2016-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2016,43430
2017-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2017,45190
2018-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2018,46760
2019-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2019,48450
2020-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2020,48840
2021-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2021,51440
2022-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (NOK),2022,53400
2016-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2016,7.6
2017-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2017,7.6
2018-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2018,7.6
2019-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2019,7.6
2020-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2020,7.5
2021-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2021,7.5
2022-12-31,Males,"Electricity, gas and steam",Decile 3,Average monthly earnings (per cent),2022,7.4
2016-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2016,44750
2017-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2017,46410
2018-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2018,48190
2019-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2019,49860
2020-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2020,50250
2021-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2021,53020
2022-12-31,Males,"Electricity, gas and steam",Decile 3,Boundaries monthly earnings (NOK),2022,55120
2016-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2016,45.3
2017-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2017,45.6
2018-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2018,45.2
2019-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2019,44.4
2020-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2020,44.3
2021-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2021,43.7
2022-12-31,Males,"Electricity, gas and steam",Decile 3,Average age (years),2022,43.6
2016-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2016,36.1
2017-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2017,36.7
2018-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2018,36.8
2019-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2019,36.6
2020-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2020,36.8
2021-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2021,36.5
2022-12-31,Males,"Electricity, gas and steam",Decile 3,Average contractual working hours per week (hours),2022,36.8
2016-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2016,46010
2017-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2017,47730
2018-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2018,49660
2019-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2019,51370
2020-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2020,51770
2021-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2021,54670
2022-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (NOK),2022,57090
2016-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2016,8.1
2017-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2017,8.1
2018-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2018,8.1
2019-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2019,8
2020-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2020,8
2021-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2021,8
2022-12-31,Males,"Electricity, gas and steam",Decile 4,Average monthly earnings (per cent),2022,7.9
2016-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2016,47310
2017-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2017,49130
2018-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2018,51130
2019-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2019,53040
2020-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2020,53390
2021-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2021,56360
2022-12-31,Males,"Electricity, gas and steam",Decile 4,Boundaries monthly earnings (NOK),2022,59170
2016-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2016,46.7
2017-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2017,46.4
2018-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2018,46.3
2019-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2019,45.4
2020-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2020,44.9
2021-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2021,44.8
2022-12-31,Males,"Electricity, gas and steam",Decile 4,Average age (years),2022,44.9
2016-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2016,36.3
2017-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2017,36.6
2018-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2018,36.5
2019-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2019,36.5
2020-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2020,36.7
2021-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2021,36.6
2022-12-31,Males,"Electricity, gas and steam",Decile 4,Average contractual working hours per week (hours),2022,36.6
2016-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2016,49020
2017-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2017,50740
2018-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2018,52830
2019-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2019,54910
2020-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2020,55350
2021-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2021,58400
2022-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (NOK),2022,61500
2016-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2016,8.6
2017-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2017,8.6
2018-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2018,8.6
2019-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2019,8.6
2020-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2020,8.6
2021-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2021,8.5
2022-12-31,Males,"Electricity, gas and steam",Decile 5,Average monthly earnings (per cent),2022,8.5
2016-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2016,50810
2017-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2017,52560
2018-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2018,54720
2019-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2019,56910
2020-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2020,57440
2021-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2021,60610
2022-12-31,Males,"Electricity, gas and steam",Decile 5,Boundaries monthly earnings (NOK),2022,63960
2016-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2016,47.6
2017-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2017,47.2
2018-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2018,47
2019-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2019,46.9
2020-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2020,47.3
2021-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2021,46.1
2022-12-31,Males,"Electricity, gas and steam",Decile 5,Average age (years),2022,45.4
2016-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2016,36
2017-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2017,36.6
2018-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2018,36.8
2019-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2019,36.9
2020-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2020,36.8
2021-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2021,36.6
2022-12-31,Males,"Electricity, gas and steam",Decile 5,Average contractual working hours per week (hours),2022,36.7
2016-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2016,52970
2017-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2017,54840
2018-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2018,57070
2019-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2019,59470
2020-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2020,59910
2021-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2021,63330
2022-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (NOK),2022,66620
2016-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2016,9.3
2017-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2017,9.3
2018-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2018,9.3
