sex,industry_sic2007,decil_group,contents,year,value
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (NOK),2019,93200
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (NOK),2020,93730
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (NOK),2021,99680
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (NOK),2022,106270
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2016,1.5
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2017,1.5
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2018,1.5
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2019,1.5
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2020,1.4
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2021,1.4
Males,"Electricity, gas and steam",Percentile 91,Average monthly earnings (per cent),2022,1.5
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2016,85280
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2017,87500
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2018,91130
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2019,94370
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2020,94860
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2021,100920
Males,"Electricity, gas and steam",Percentile 91,Boundaries monthly earnings (NOK),2022,107870
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2016,51.5
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2017,51.4
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2018,51.3
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2019,51.9
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2020,50.5
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2021,50
Males,"Electricity, gas and steam",Percentile 91,Average age (years),2022,51.5
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2016,36.7
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2017,37
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2018,37.3
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2019,36.8
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2020,37
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2021,37.4
Males,"Electricity, gas and steam",Percentile 91,Average contractual working hours per week (hours),2022,36.9
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2016,86350
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2017,88700
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2018,92450
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2019,95870
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2020,96260
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2021,102510
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (NOK),2022,109410
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2016,1.5
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2017,1.5
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2018,1.5
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2019,1.5
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2020,1.5
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2021,1.5
Males,"Electricity, gas and steam",Percentile 92,Average monthly earnings (per cent),2022,1.5
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2016,87450
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2017,89900
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2018,93720
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2019,97170
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2020,97730
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2021,104170
Males,"Electricity, gas and steam",Percentile 92,Boundaries monthly earnings (NOK),2022,111320
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2016,49.7
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2017,50.6
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2018,50.5
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2019,50.8
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2020,51.7
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2021,52.2
Males,"Electricity, gas and steam",Percentile 92,Average age (years),2022,51
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2016,36.9
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2017,37
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2018,37
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2019,37.2
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2020,37.2
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2021,36.7
Males,"Electricity, gas and steam",Percentile 92,Average contractual working hours per week (hours),2022,37
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2016,88840
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2017,91460
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2018,95080
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2019,98460
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2020,99630
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2021,105810
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (NOK),2022,113130
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2016,1.6
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2017,1.6
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2018,1.6
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2019,1.5
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2020,1.5
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2021,1.5
Males,"Electricity, gas and steam",Percentile 93,Average monthly earnings (per cent),2022,1.6
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2016,90330
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2017,93110
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2018,96330
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2019,100000
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2020,101560
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2021,107840
Males,"Electricity, gas and steam",Percentile 93,Boundaries monthly earnings (NOK),2022,114970
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2016,52.1
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2017,52.3
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2018,52.3
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2019,52.4
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2020,53
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2021,52.4
Males,"Electricity, gas and steam",Percentile 93,Average age (years),2022,51.1
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2016,36.7
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2017,36.4
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2018,36.9
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2019,36.9
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2020,36.6
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2021,36.9
Males,"Electricity, gas and steam",Percentile 93,Average contractual working hours per week (hours),2022,36.8
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2016,91630
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2017,94730
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2018,98360
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2019,101890
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2020,103380
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2021,109780
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (NOK),2022,117430
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2016,1.6
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2017,1.6
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2018,1.6
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2019,1.6
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2020,1.6
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2021,1.6
Males,"Electricity, gas and steam",Percentile 94,Average monthly earnings (per cent),2022,1.6
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2016,93320
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2017,96590
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2018,100420
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2019,104130
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2020,105300
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2021,112060
Males,"Electricity, gas and steam",Percentile 94,Boundaries monthly earnings (NOK),2022,119980
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2016,51.6
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2017,51
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2018,51.4
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2019,51.7
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2020,51.3
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2021,51.6
Males,"Electricity, gas and steam",Percentile 94,Average age (years),2022,53.7
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2016,37.1
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2017,37.2
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2018,36.8
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2019,36.9
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2020,36.5
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2021,36.7
Males,"Electricity, gas and steam",Percentile 94,Average contractual working hours per week (hours),2022,37
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2016,95490
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2017,99010
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2018,102530
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2019,106370
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2020,107690
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2021,114320
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (NOK),2022,122730
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2016,1.7
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2017,1.7
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2018,1.7
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2019,1.7
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2020,1.7
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2021,1.7
Males,"Electricity, gas and steam",Percentile 95,Average monthly earnings (per cent),2022,1.7
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2016,98460
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2017,101000
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2018,104280
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2019,108970
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2020,110180
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2021,116850
Males,"Electricity, gas and steam",Percentile 95,Boundaries monthly earnings (NOK),2022,125560
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2016,50.6
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2017,50.7
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2018,51.5
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2019,52
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2020,51.5
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2021,52.3
Males,"Electricity, gas and steam",Percentile 95,Average age (years),2022,52.5
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2016,37.1
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2017,36.9
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2018,37.3
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2019,36.1
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2020,37.2
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2021,37.2
Males,"Electricity, gas and steam",Percentile 95,Average contractual working hours per week (hours),2022,37.2
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2016,100610
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2017,103670
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2018,107260
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2019,111960
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2020,113190
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2021,120760
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (NOK),2022,129800
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2016,1.8
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2017,1.8
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2018,1.7
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2019,1.8
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2020,1.7
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2021,1.7
Males,"Electricity, gas and steam",Percentile 96,Average monthly earnings (per cent),2022,1.8
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2016,102880
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2017,106880
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2018,110740
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2019,115350
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2020,116540
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2021,124640
Males,"Electricity, gas and steam",Percentile 96,Boundaries monthly earnings (NOK),2022,134440
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2016,51.4
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2017,52.3
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2018,52.3
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2019,52.2
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2020,51.3
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2021,52.4
Males,"Electricity, gas and steam",Percentile 96,Average age (years),2022,52.1
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2016,36.9
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2017,37.5
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2018,36.9
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2019,36.8
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2020,37.3
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2021,37.5
Males,"Electricity, gas and steam",Percentile 96,Average contractual working hours per week (hours),2022,36.6
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2016,106760
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2017,110490
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2018,115020
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2019,120070
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2020,120890
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2021,129500
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (NOK),2022,139150
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2016,1.9
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2017,1.9
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2018,1.9
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2019,1.9
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2020,1.9
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2021,1.9
Males,"Electricity, gas and steam",Percentile 97,Average monthly earnings (per cent),2022,1.9
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2016,110610
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2017,114460
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2018,119590
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2019,125160
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2020,125630
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2021,135000
Males,"Electricity, gas and steam",Percentile 97,Boundaries monthly earnings (NOK),2022,144370
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2016,52.1
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2017,51.4
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2018,51.5
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2019,51.7
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2020,51.8
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2021,51.6
Males,"Electricity, gas and steam",Percentile 97,Average age (years),2022,52.3
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2016,37.4
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2017,37
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2018,36.5
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2019,36.8
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2020,37.3
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2021,36.9
Males,"Electricity, gas and steam",Percentile 97,Average contractual working hours per week (hours),2022,37.2
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2016,116530
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2017,120110
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2018,126080
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2019,131370
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2020,131700
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2021,141700
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (NOK),2022,152220
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2016,2.1
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2017,2
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2018,2
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2019,2
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2020,2
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2021,2.1
Males,"Electricity, gas and steam",Percentile 98,Average monthly earnings (per cent),2022,2.1
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2016,123420
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2017,127620
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2018,132030
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2019,139280
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2020,138660
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2021,150220
Males,"Electricity, gas and steam",Percentile 98,Boundaries monthly earnings (NOK),2022,162500
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2016,50.9
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2017,52.2
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2018,50.2
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2019,51.8
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2020,52.4
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2021,53.8
Males,"Electricity, gas and steam",Percentile 98,Average age (years),2022,51
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2016,37.4
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2017,37.4
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2018,36.8
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2019,37.5
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2020,37.2
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2021,37.4
Males,"Electricity, gas and steam",Percentile 98,Average contractual working hours per week (hours),2022,36.8
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2016,132640
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2017,138810
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2018,143580
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2019,151990
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2020,150900
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2021,165070
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (NOK),2022,176740
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2016,2.3
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2017,2.4
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2018,2.3
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2019,2.4
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2020,2.3
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2021,2.4
Males,"Electricity, gas and steam",Percentile 99,Average monthly earnings (per cent),2022,2.4
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2016,143820
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2017,150810
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2018,159320
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2019,172150
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2020,166770
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2021,183520
Males,"Electricity, gas and steam",Percentile 99,Boundaries monthly earnings (NOK),2022,196290
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2016,53.5
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2017,52.5
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2018,53.4
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2019,53.1
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2020,53.6
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2021,51.6
Males,"Electricity, gas and steam",Percentile 99,Average age (years),2022,53
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2016,37.1
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2017,36.9
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2018,37.1
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2019,37.1
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2020,37.5
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2021,36.7
Males,"Electricity, gas and steam",Percentile 99,Average contractual working hours per week (hours),2022,37.5
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2016,185530
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2017,187440
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2018,202420
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2019,223290
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2020,254070
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2021,303830
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (NOK),2022,304650
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2016,3.3
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2017,3.2
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2018,3.3
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2019,3.5
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2020,3.9
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2021,4.4
Males,"Electricity, gas and steam",Percentile 100,Average monthly earnings (per cent),2022,4.2
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2016,NA
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2017,NA
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2018,NA
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2019,NA
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2020,NA
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2021,NA
Males,"Electricity, gas and steam",Percentile 100,Boundaries monthly earnings (NOK),2022,NA
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2016,52.3
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2017,52.2
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2018,52
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2019,52
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2020,52.8
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2021,52.4
Males,"Electricity, gas and steam",Percentile 100,Average age (years),2022,51.8
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2016,36.8
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2017,36.9
